Age_of_Farmer,Annual_Income,Land_Size_Acres,Land_Location,Soil_Quality,Irrigation_Facility,Credit_Score,Existing_Loans,Requested_Loan_Amount,Loan_Purpose,Loan_Type,Land_Ownership,Loan_History,Approved_Loan_Amount
55,992292.0,7.21,Near_City,8,rainfed,820,0,576800.0,Borewell_Installation,Short_Term,Owned,First_Time,493164.0
29,779262.0,6.05,Near_City,9,drip,680,1,484000.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0
55,284920.0,1.14,Near_City,8,borewell,640,1,91200.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
42,281344.0,1.86,Near_City,7,canal,520,2,148800.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0
34,307320.0,1.69,Far,9,borewell,640,1,67600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
51,529581.0,3.24,Far,7,rainfed,670,2,129600.0,Irrigation_Setup,Long_Term,Owned,Repeat,116640.0
52,936510.0,7.15,Near_Village,8,rainfed,690,2,429000.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0
53,660201.0,4.63,Far,7,drip,720,2,185200.0,Crop_Cultivation,Long_Term,Owned,Repeat,171680.4
54,591278.0,3.94,Near_City,8,borewell,570,3,315200.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,0.0
28,829918.0,6.47,Near_City,9,rainfed,850,0,517600.0,Irrigation_Setup,Long_Term,Owned,Repeat,489132.0
37,898534.0,6.99,Near_City,10,drip,670,2,559200.0,Irrigation_Setup,Long_Term,Owned,First_Time,478116.0
50,472432.0,3.33,Near_Village,9,canal,740,0,199800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,170829.0
41,305602.0,1.5,Far,7,rainfed,520,2,60000.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0
64,701120.0,4.67,Near_Village,9,borewell,450,3,280200.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0
57,897047.0,6.35,Far,8,drip,660,2,254000.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
31,857545.0,5.93,Near_City,8,canal,690,2,474400.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
53,656430.0,4.98,Near_Village,10,rainfed,720,2,298800.0,Irrigation_Setup,Short_Term,Owned,Repeat,276987.6
61,944349.0,7.44,Near_City,10,drip,790,0,595200.0,Irrigation_Setup,Long_Term,Owned,First_Time,508896.0
48,163935.0,0.86,Near_Village,10,canal,370,3,51600.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0
25,1078931.0,7.92,Near_City,9,drip,480,3,633600.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0
52,486880.0,2.91,Far,8,canal,710,1,116400.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0
35,249520.0,0.92,Near_City,8,canal,410,2,73600.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
48,243718.0,1.2,Near_City,6,drip,590,1,96000.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0
59,252676.0,1.36,Far,8,borewell,570,2,54400.0,Equipment_Purchase,Long_Term,Owned,Repeat,0.0
27,857713.0,6.5,Far,7,drip,790,0,260000.0,Equipment_Purchase,Long_Term,Owned,First_Time,222300.0
46,565913.0,4.27,Near_City,7,borewell,610,2,341600.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0
61,723451.0,5.13,Far,8,rainfed,580,2,205200.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0
62,275466.0,1.32,Near_City,5,borewell,510,2,105600.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0
64,623438.0,4.65,Far,7,rainfed,730,1,186000.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0
57,729372.0,5.5,Near_City,10,drip,740,1,440000.0,Equipment_Purchase,Short_Term,Owned,First_Time,376200.0
51,420450.0,2.49,Near_Village,9,drip,710,1,149400.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0
35,930203.0,6.67,Far,8,borewell,790,1,266800.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0
59,425147.0,2.6,Near_Village,8,borewell,600,1,156000.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0
60,1002209.0,7.39,Far,8,rainfed,580,2,295600.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0
46,669690.0,4.52,Near_Village,7,rainfed,760,1,271200.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0
59,591879.0,4.44,Near_Village,7,canal,580,2,266400.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0
40,383454.0,2.58,Near_City,9,rainfed,660,1,206400.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
54,446542.0,3.0,Near_City,10,rainfed,490,3,240000.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0
58,421685.0,2.65,Near_Village,8,rainfed,640,2,159000.0,Irrigation_Setup,Short_Term,Owned,Repeat,143100.0
50,300355.0,1.52,Near_City,10,rainfed,440,3,121600.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0
26,922515.0,7.0,Near_City,5,drip,680,1,560000.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
28,341092.0,2.1,Near_Village,10,rainfed,490,3,126000.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0
54,966051.0,7.04,Near_Village,8,rainfed,820,0,422400.0,Crop_Cultivation,Short_Term,Owned,First_Time,361152.0
56,690951.0,4.58,Near_City,9,drip,840,0,366400.0,Irrigation_Setup,Long_Term,Owned,Repeat,346248.0
47,680873.0,5.17,Far,7,drip,790,1,206800.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0
58,1024146.0,7.48,Near_City,10,rainfed,760,1,598400.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0
27,934319.0,7.33,Near_Village,9,canal,660,2,439800.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
46,276673.0,1.66,Near_City,5,rainfed,620,1,132800.0,Borewell_Installation,Long_Term,Owned,First_Time,113544.0
26,353230.0,2.06,Near_Village,8,drip,550,1,123600.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0
59,743224.0,5.77,Near_Village,6,drip,540,3,346200.0,Irrigation_Setup,Short_Term,Owned,First_Time,0.0
57,1027854.0,7.95,Near_Village,8,rainfed,720,2,477000.0,Irrigation_Setup,Short_Term,Owned,Repeat,442179.0
39,874338.0,6.68,Near_Village,10,canal,690,2,400800.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
37,1013719.0,7.66,Near_City,8,drip,760,0,612800.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0
58,502588.0,3.17,Far,8,rainfed,660,1,126800.0,Irrigation_Setup,Short_Term,Owned,First_Time,108414.0
47,889250.0,6.62,Near_Village,5,canal,850,1,397200.0,Equipment_Purchase,Short_Term,Owned,Repeat,375354.0
51,592831.0,4.41,Far,10,rainfed,430,3,176400.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0
51,608759.0,4.08,Far,9,borewell,480,3,163200.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0
50,964994.0,6.81,Near_Village,8,borewell,690,2,408600.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0
39,386370.0,2.05,Far,6,borewell,660,1,82000.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0
53,172390.0,0.72,Far,8,rainfed,550,2,28800.0,Equipment_Purchase,Long_Term,Owned,Repeat,0.0
51,163704.0,0.68,Far,9,canal,620,0,27200.0,Crop_Cultivation,Short_Term,Owned,First_Time,23256.0
26,789613.0,5.7,Near_City,10,drip,620,3,456000.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,0.0
60,731504.0,5.18,Near_Village,9,borewell,790,0,310800.0,Crop_Cultivation,Long_Term,Owned,First_Time,265734.0
42,930642.0,6.78,Near_City,7,drip,760,0,542400.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
54,219927.0,1.03,Near_Village,8,canal,390,3,61800.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0
56,433564.0,3.05,Near_Village,9,canal,790,0,183000.0,Equipment_Purchase,Long_Term,Owned,Repeat,172935.0
65,274797.0,1.12,Near_City,7,canal,430,2,89600.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0
45,312811.0,1.48,Far,7,rainfed,750,0,59200.0,Irrigation_Setup,Short_Term,Owned,Repeat,54878.4
29,679121.0,5.08,Far,6,borewell,660,2,203200.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0
28,836971.0,6.53,Near_City,10,rainfed,480,3,522400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0
57,789689.0,5.98,Far,6,canal,740,1,239200.0,Equipment_Purchase,Short_Term,Owned,First_Time,204516.0
43,976281.0,7.09,Near_Village,5,rainfed,710,1,425400.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0
41,284320.0,1.18,Far,5,borewell,560,1,47200.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0
26,417698.0,2.62,Near_Village,9,canal,680,1,157200.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
25,196999.0,1.15,Far,5,borewell,460,2,46000.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0
37,327532.0,2.11,Far,9,drip,580,1,84400.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0
56,354132.0,2.29,Near_City,5,borewell,660,0,183200.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,156636.0
43,682386.0,4.94,Near_Village,9,borewell,810,0,296400.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0
48,276791.0,1.68,Near_City,9,borewell,670,0,134400.0,Borewell_Installation,Short_Term,Owned,First_Time,114912.0
60,771056.0,5.95,Far,6,borewell,760,1,238000.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0
44,1052345.0,7.8,Far,10,borewell,820,0,312000.0,Crop_Cultivation,Short_Term,Owned,First_Time,266760.0
55,406137.0,2.68,Near_Village,5,borewell,770,1,160800.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,151956.0
52,194678.0,0.71,Near_Village,5,canal,450,3,42600.0,Irrigation_Setup,Long_Term,Owned,Repeat,0.0
47,837291.0,6.13,Near_City,7,drip,770,1,490400.0,Crop_Cultivation,Long_Term,Owned,First_Time,419292.0
37,805974.0,5.47,Far,9,borewell,820,0,218800.0,Equipment_Purchase,Long_Term,Owned,First_Time,187074.0
64,503568.0,3.34,Near_City,5,drip,480,3,267200.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0
63,890237.0,6.97,Near_Village,8,rainfed,680,1,418200.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0
56,293178.0,1.31,Far,7,borewell,720,0,52400.0,Borewell_Installation,Long_Term,Owned,Repeat,48574.8
51,324996.0,1.98,Near_City,6,canal,690,0,158400.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0
59,752630.0,5.7,Far,6,rainfed,480,3,228000.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0
58,917066.0,6.88,Near_Village,9,rainfed,660,2,412800.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0
32,356946.0,2.09,Near_City,9,drip,690,0,167200.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,142956.0
60,998115.0,7.32,Far,10,drip,540,3,292800.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0
26,174644.0,0.74,Far,6,drip,360,3,29600.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0
58,502658.0,3.73,Near_Village,10,canal,460,3,223800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0
50,349298.0,2.21,Near_Village,7,canal,440,3,132600.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0
47,595365.0,4.35,Near_City,9,borewell,610,2,348000.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0
59,227500.0,1.35,Near_Village,10,rainfed,360,3,81000.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0
31,429626.0,2.8,Near_City,6,drip,680,0,224000.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0
46,482395.0,3.05,Far,7,drip,670,2,122000.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,109800.0
39,634265.0,4.25,Near_City,7,borewell,660,2,340000.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0
47,737147.0,5.56,Near_Village,5,borewell,760,0,333600.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0
56,905884.0,6.32,Near_City,9,drip,620,3,505600.0,Equipment_Purchase,Short_Term,Owned,Repeat,0.0
38,538339.0,3.43,Far,6,canal,680,0,137200.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0
37,396783.0,2.44,Far,9,borewell,540,2,97600.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0
41,941138.0,6.92,Near_City,6,canal,750,2,553600.0,Borewell_Installation,Long_Term,Owned,Repeat,513187.2
51,299434.0,1.8,Near_Village,9,canal,600,2,108000.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0
49,557413.0,3.71,Near_Village,7,rainfed,680,0,222600.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0
46,321618.0,1.76,Near_City,5,borewell,690,0,140800.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
62,799670.0,5.47,Near_Village,10,canal,820,1,328200.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,310149.0
39,852072.0,6.67,Near_Village,7,drip,850,0,400200.0,Crop_Cultivation,Short_Term,Owned,Repeat,378189.0
31,228167.0,1.44,Far,9,canal,470,2,57600.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0
61,465073.0,2.76,Near_Village,5,canal,660,1,165600.0,Equipment_Purchase,Long_Term,Owned,First_Time,141588.0
35,735356.0,5.56,Near_Village,10,canal,570,3,333600.0,Irrigation_Setup,Short_Term,Owned,First_Time,0.0
51,1002320.0,7.14,Near_Village,7,drip,510,3,428400.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0
29,878031.0,6.77,Near_Village,5,canal,850,0,406200.0,Irrigation_Setup,Short_Term,Owned,Repeat,383859.0
29,428810.0,2.76,Near_Village,7,canal,790,0,165600.0,Crop_Cultivation,Short_Term,Owned,Repeat,156492.0
36,807124.0,5.99,Near_Village,8,rainfed,690,2,359400.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
60,748952.0,5.56,Far,8,drip,850,0,222400.0,Irrigation_Setup,Short_Term,Owned,Repeat,210168.0
36,474517.0,3.01,Near_City,6,borewell,820,0,240800.0,Borewell_Installation,Short_Term,Owned,Repeat,227556.0
62,235999.0,0.95,Near_Village,10,drip,530,0,57000.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
38,950415.0,6.72,Far,7,drip,570,3,268800.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0
25,924581.0,6.72,Near_City,10,drip,850,0,537600.0,Irrigation_Setup,Short_Term,Owned,Repeat,508032.0
28,650566.0,4.46,Far,10,drip,510,3,178400.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0
27,718304.0,4.78,Far,6,canal,630,2,191200.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0
44,685437.0,4.56,Near_Village,10,rainfed,560,3,273600.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0
42,852571.0,6.59,Near_Village,7,drip,590,3,395400.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0
63,573689.0,4.32,Far,5,drip,500,2,172800.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0
37,414404.0,2.8,Near_City,6,borewell,490,3,224000.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0
33,872125.0,6.84,Near_Village,10,canal,770,1,410400.0,Equipment_Purchase,Long_Term,Owned,First_Time,350892.0
27,1076294.0,7.99,Near_Village,7,borewell,620,3,479400.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,0.0
46,334810.0,1.6,Near_City,7,drip,500,3,128000.0,Equipment_Purchase,Short_Term,Owned,Repeat,0.0
60,315444.0,2.0,Far,9,borewell,450,2,80000.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
33,620909.0,4.19,Near_City,6,canal,680,1,335200.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0
39,559349.0,3.99,Near_City,8,rainfed,590,2,319200.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0
55,878392.0,6.68,Far,10,borewell,610,2,267200.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0
53,171848.0,0.58,Near_City,6,rainfed,590,1,46400.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0
65,828720.0,6.25,Near_City,6,canal,560,3,500000.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0
53,286730.0,1.26,Far,10,canal,610,0,50400.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0
65,545253.0,3.4,Near_Village,10,canal,580,2,204000.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
59,905275.0,6.44,Near_Village,9,rainfed,640,2,386400.0,Crop_Cultivation,Long_Term,Owned,First_Time,330372.0
37,722160.0,5.36,Far,8,canal,770,1,214400.0,Equipment_Purchase,Short_Term,Owned,First_Time,183312.0
64,951224.0,7.33,Near_Village,10,rainfed,740,1,439800.0,Crop_Cultivation,Long_Term,Owned,First_Time,376029.0
57,448731.0,3.31,Far,10,drip,640,2,132400.0,Crop_Cultivation,Short_Term,Owned,Repeat,119160.0
52,964377.0,7.08,Far,10,drip,850,0,283200.0,Irrigation_Setup,Long_Term,Owned,Repeat,267624.0
30,923892.0,7.03,Far,9,drip,770,1,281200.0,Borewell_Installation,Long_Term,Owned,First_Time,240426.0
36,478336.0,2.83,Near_Village,8,rainfed,680,0,169800.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0
53,401553.0,2.71,Far,10,drip,530,2,108400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0
60,677994.0,4.72,Near_Village,10,canal,610,2,283200.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0
56,334625.0,2.13,Near_City,6,borewell,630,1,170400.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
35,460714.0,3.13,Near_Village,10,drip,710,1,187800.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
61,341631.0,2.1,Near_City,8,drip,660,0,168000.0,Borewell_Installation,Short_Term,Owned,First_Time,143640.0
60,617872.0,4.4,Near_Village,10,borewell,530,3,264000.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
53,817975.0,6.3,Far,9,rainfed,590,3,252000.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0
55,1095501.0,7.94,Near_City,9,borewell,790,1,635200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
48,741859.0,5.29,Far,5,borewell,690,2,211600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
61,879540.0,6.77,Near_Village,8,rainfed,820,1,406200.0,Borewell_Installation,Long_Term,Owned,Repeat,383859.0
61,233412.0,0.72,Near_Village,8,drip,610,0,43200.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0
53,587859.0,3.82,Far,9,rainfed,530,2,152800.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
50,573108.0,4.31,Far,6,borewell,690,1,172400.0,Equipment_Purchase,Short_Term,Owned,First_Time,147402.0
61,737766.0,5.34,Far,8,canal,680,1,213600.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0
41,616019.0,4.46,Far,7,rainfed,680,1,178400.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0
57,572789.0,3.89,Near_City,9,borewell,580,2,311200.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0
25,981201.0,7.29,Far,5,rainfed,560,3,291600.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0
62,319301.0,1.42,Far,5,drip,530,1,56800.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0
40,803675.0,5.95,Far,8,canal,570,3,238000.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0
32,405161.0,2.85,Far,6,rainfed,530,2,114000.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
39,642381.0,4.37,Near_Village,10,borewell,730,0,262200.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
25,253923.0,1.29,Near_City,5,rainfed,490,2,103200.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0
49,829893.0,6.11,Far,5,canal,760,0,244400.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
46,305742.0,1.41,Near_City,10,rainfed,500,3,112800.0,Borewell_Installation,Long_Term,Owned,Repeat,0.0
56,278063.0,1.08,Near_City,9,borewell,490,2,86400.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0
60,1003462.0,7.3,Near_Village,5,drip,790,0,438000.0,Borewell_Installation,Long_Term,Owned,First_Time,374490.0
33,205144.0,1.06,Near_City,7,canal,570,1,84800.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0
29,1023297.0,7.52,Near_Village,8,canal,660,2,451200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
25,536782.0,3.41,Near_City,5,rainfed,740,1,272800.0,Crop_Cultivation,Short_Term,Owned,Repeat,252885.6
48,964700.0,7.57,Near_Village,7,drip,850,0,454200.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,429219.0
29,622269.0,4.57,Near_City,10,rainfed,710,1,365600.0,Borewell_Installation,Short_Term,Owned,First_Time,312588.0
62,984067.0,7.06,Far,8,rainfed,620,3,282400.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,0.0
46,721771.0,5.0,Far,10,borewell,850,0,200000.0,Borewell_Installation,Long_Term,Owned,Repeat,189000.0
43,500808.0,3.19,Near_Village,6,borewell,630,1,191400.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0
32,488196.0,3.54,Near_Village,5,borewell,670,2,212400.0,Irrigation_Setup,Short_Term,Owned,Repeat,191160.0
60,868714.0,6.81,Near_Village,8,canal,720,2,408600.0,Borewell_Installation,Long_Term,Owned,Repeat,378772.2
46,911849.0,6.71,Far,5,drip,790,1,268400.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0
63,621846.0,4.68,Far,9,canal,840,0,187200.0,Irrigation_Setup,Long_Term,Owned,Repeat,176904.0
64,790005.0,5.43,Near_Village,9,canal,480,3,325800.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0
65,602547.0,4.5,Near_Village,8,drip,760,0,270000.0,Borewell_Installation,Long_Term,Owned,First_Time,230850.0
43,574062.0,4.22,Far,10,drip,430,3,168800.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0
49,227432.0,1.47,Near_Village,8,borewell,390,3,88200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0
37,403575.0,2.81,Far,6,canal,430,3,112400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0
50,507574.0,3.27,Near_City,8,drip,670,2,261600.0,Crop_Cultivation,Short_Term,Owned,Repeat,235440.0
38,285356.0,1.15,Near_City,7,rainfed,700,1,92000.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,85284.0
27,158643.0,0.51,Near_Village,10,canal,340,3,30600.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0
28,510239.0,3.05,Near_City,5,canal,660,1,244000.0,Equipment_Purchase,Short_Term,Owned,First_Time,208620.0
42,461429.0,3.29,Near_Village,5,canal,690,1,197400.0,Equipment_Purchase,Short_Term,Owned,First_Time,168777.0
32,120059.0,0.55,Near_City,6,canal,650,1,44000.0,Crop_Cultivation,Long_Term,Owned,Repeat,39600.0
59,949915.0,7.45,Near_Village,9,rainfed,820,1,447000.0,Irrigation_Setup,Long_Term,Owned,Repeat,422415.0
31,1030808.0,7.46,Near_Village,9,rainfed,820,0,447600.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,382698.0
27,901668.0,6.53,Far,8,rainfed,660,2,261200.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0
64,843858.0,6.16,Near_Village,6,canal,480,3,369600.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0
38,898022.0,6.25,Near_Village,9,rainfed,590,3,375000.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0
36,231237.0,1.46,Near_Village,6,canal,700,0,87600.0,Irrigation_Setup,Short_Term,Owned,Repeat,81205.2
41,464397.0,3.02,Near_City,9,rainfed,510,3,241600.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
55,593837.0,3.76,Near_Village,10,borewell,710,1,225600.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0
57,605950.0,3.85,Far,10,rainfed,510,3,154000.0,Equipment_Purchase,Short_Term,Owned,First_Time,0.0
49,673414.0,4.67,Far,6,borewell,740,1,186800.0,Irrigation_Setup,Short_Term,Owned,First_Time,159714.0
30,379107.0,2.43,Near_Village,6,borewell,770,0,145800.0,Crop_Cultivation,Long_Term,Owned,Repeat,137781.0
62,828260.0,6.41,Far,8,canal,540,3,256400.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0
63,902504.0,6.47,Near_Village,5,borewell,720,2,388200.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,359861.4
35,708999.0,5.17,Far,8,borewell,760,0,206800.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0
44,657036.0,5.0,Near_Village,7,canal,590,3,300000.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0
33,281898.0,1.37,Far,9,rainfed,460,2,54800.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0
33,581630.0,4.18,Near_Village,9,borewell,690,1,250800.0,Crop_Cultivation,Short_Term,Owned,First_Time,214434.0
45,399549.0,2.48,Near_City,8,borewell,380,3,198400.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0
60,576862.0,3.97,Near_Village,8,drip,790,0,238200.0,Irrigation_Setup,Short_Term,Owned,Repeat,225099.0
47,562504.0,3.52,Near_City,10,drip,690,1,281600.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,240768.0
33,275123.0,1.41,Near_City,9,drip,560,1,112800.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0
41,834003.0,5.81,Near_City,9,rainfed,760,0,464800.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0
27,943816.0,7.25,Near_Village,10,drip,640,2,435000.0,Borewell_Installation,Long_Term,Owned,First_Time,371925.0
37,393553.0,2.39,Near_Village,6,canal,620,2,143400.0,Borewell_Installation,Short_Term,Owned,Repeat,129060.0
34,1020229.0,7.75,Near_City,5,borewell,710,1,620000.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0
60,796973.0,5.83,Near_City,8,canal,810,0,466400.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0
60,849684.0,6.55,Far,7,canal,730,0,262000.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0
38,852455.0,6.22,Near_Village,6,drip,590,3,373200.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0
58,616438.0,4.19,Near_Village,7,rainfed,450,3,251400.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0
41,1073207.0,7.99,Near_City,9,canal,850,0,639200.0,Borewell_Installation,Long_Term,Owned,Repeat,604044.0
37,302317.0,2.0,Far,5,drip,440,3,80000.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0
29,237293.0,1.11,Far,5,canal,590,0,44400.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0
56,699579.0,5.14,Near_City,7,borewell,850,0,411200.0,Borewell_Installation,Long_Term,Owned,Repeat,388584.0
63,207159.0,0.64,Far,10,borewell,360,3,25600.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0
61,476953.0,3.36,Far,6,drip,660,1,134400.0,Crop_Cultivation,Long_Term,Owned,First_Time,114912.0
